Clust_id,p_id,Age,Baseline_date,Gender,Income,Education,value_1,value_2,value_3,outcome
C81,102612,66,6/19/2009,Female,38500,Graduate Degree,49.62709823,116.460697,14.44649752,0
C81,109298,34,6/22/2014,Male,77000,College,77.76655268,113.7385464,4.213228591,0
C81,109895,41,,Male,49500,College,68.49238884,96.76795993,14.16943702,0
C81,108314,185,3/26/2005,Female,77000,High School,35.50999181,96.88765792,11.6652346,0
C81,104239,46,10/19/2013,Male,60500,High School,57.94533018,106.967196,15.7919208,0
C81,108493,58,3/16/2007,Male,66000,High School,69.1308171,109.3548795,7.990039955,0
C81,102541,43,10/22/2011,Male,71500,High School,63.03999031,89.37501975,3.137224836,0
C81,100760,53,9/5/2008,Male,27500,High School,61.48515949,100.6261133,15.01896911,0
C81,107524,57,12/31/2014,Male,22000,College,71.5319995,107.7042337,12.36954825,1
C81,108538,38,5/15/2009,Male,55000,College,61.40622596,99.03434957,10.59118609,0
C81,104517,40,3/11/2010,Male,71500,High School,66.46377735,99.33119816,15.07859022,0
C81,108823,64,10/28/2009,Male,33000,High School,70.51500272,116.4612375,11.46045059,0
C81,101749,44,12/3/2009,Male,33000,High School,78.67069518,90.73124152,12.07189435,0
C81,103682,59,11/7/2012,Male,49500,High School,67.16093788,112.4303871,8.442459533,0
C81,100001,70,4/26/2005,Female,44000,High School,54.39529872,100.4155507,9.904219086,0
C81,108340,26,10/18/2005,Male,82500,High School,49.82267593,88.14258378,12.25735248,1
C81,101580,43,10/7/2014,Male,49500,College,74.02501296,119.4678159,11.33275344,1
C81,105104,52,2/14/2010,Male,55000,High School,39.42918543,81.6039172,10.86754362,0
C81,105591,42,10/28/2013,Female,66000,High School,70.36418216,106.7248352,3.687675124,0
C81,106037,50,6/29/2012,Male,60500,College,70.76372384,90.89583236,6.396202141,0
C81,108266,40,9/17/2007,Male,88000,High School,61.37165557,120.9021118,13.16700429,0
C81,102839,51,1/3/2006,Female,55000,High School,40.34986944,101.6960212,11.49547262,0
C81,109723,44,7/7/2010,Male,44000,High School,46.39183343,75.23984887,7.470342056,0
C81,107376,53,7/27/2008,Male,82500,Graduate Degree,61.72234969,108.7071727,14.29678169,0
C81,102478,49,7/25/2005,Male,77000,High School,57.7152926,108.9986681,6.65610233,0
C81,108660,31,10/11/2005,Female,33000,College,45.18871152,111.5274738,6.074634537,0
C81,102154,40,3/18/2011,Male,44000,High School,70.42272298,113.349676,13.53107679,0
C81,102871,60,7/24/2006,Male,66000,High School,71.63363764,105.3735299,11.34609093,0
C81,101389,32,1/4/2005,Male,49500,High School,65.1338124,100.1309063,10.35397204,1
C81,106669,52,5/14/2011,Female,60500,high school,45.56588579,98.57529769,8.418129926,1
C81,104630,39,2/7/2010,Female,55000,High School,64.82828219,93.34895916,11.91679656,0
C81,100623,46,1/2/2008,Male,44000,High School,44.07118632,115.4590564,8.507912384,0
C81,101879,43,4/29/2010,Female,38500,High School,40.98820583,104.358089,9.4292497,1
C81,101758,33,7/31/2010,Male,49500,High School,36.33910129,,9.045910778,0
C81,101841,45,1/23/2007,Male,38500,high school,65.93238367,108.2933899,12.79112364,0
C81,108483,61,5/18/2010,Male,38500,High School,87.90610065,114.9285175,13.16723256,0
C81,100870,51,4/2/2010,Female,49500,College,59.08380974,99.37492882,8.388088706,0
C81,100912,54,2/25/2013,Male,77000,High School,69.0639746,112.035928,14.44106363,0
C81,102407,50,3/7/2006,Male,82500,College,87.9819767,91.24170743,8.333063098,1
C81,105543,35,9/29/2007,Female,77000,College,34.81285378,116.4925552,9.690458512,0
C81,107243,41,5/2/2010,Male,55000,High School,63.85556569,92.09847055,11.59987964,0
C81,105749,60,11/24/2008,Female,77000,College,42.2594453,89.62723921,11.3791224,0
C81,109353,27,3/2/2012,Male,71500,College,60.55404775,96.37303185,11.42567941,0
C81,105981,31,11/16/2008,Male,66000,High School,52.04247196,104.6874552,9.386935764,0
C81,102350,52,5/31/2014,Male,38500,High School,72.30874387,100.4160197,10.26439509,0
C81,101364,65,4/30/2007,Male,60500,High School,69.01042773,105.477881,7.807837847,0
C81,106062,60,11/25/2008,Male,60500,College,58.24888987,94.17561229,10.15906531,0
C81,104335,44,3/7/2005,Female,38500,High School,64.82238892,68.28171527,10.04063259,0
C81,108780,53,3/19/2011,Male,71500,College,69.57561377,104.4686482,12.36387,0
C81,107444,55,8/23/2014,Female,49500,College,51.71430259,110.1267938,8.713048122,0
C81,102584,58,10/9/2013,Male,38500,College,64.66168726,92.06418798,13.98116727,0
C81,103356,57,3/12/2007,Female,44000,,60.43324982,101.2771372,7.994290456,1
C81,105000,24,11/3/2012,Male,38500,High School,70.63942158,119.1249959,7.028222539,0
C81,106293,51,4/9/2012,Male,60500,high school,63.47876456,117.147447,8.739808439,0
C81,102101,72,12/16/2010,Male,49500,College,75.42260895,103.4224525,11.91367547,0
C81,102036,33,4/26/2005,Male,49500,High School,52.16438116,88.07852903,13.13895132,0
C81,100284,51,8/8/2007,Female,38500,High School,37.86274107,84.06548324,14.19797346,1
C81,106589,53,6/12/2011,Male,49500,High School,50.24699055,101.884943,15.15339833,0
C81,100851,37,12/10/2012,Male,44000,High School,70.87481213,102.7536347,11.62054936,0
C81,104782,48,6/10/2009,Male,44000,College,69.95977863,101.0042727,9.576834549,0
C81,105321,45,8/28/2011,Male,77000,High School,73.19735964,111.269767,12.04110223,0
C81,102108,45,12/12/2005,Male,55000,high school,55.85883933,88.75437374,6.867926374,0
C81,108794,53,11/3/2012,Male,33000,College,75.37636799,89.38633822,13.98409599,0
C81,100167,49,9/29/2008,Male,49500,High School,72.7256676,99.5284752,10.10787929,0
C81,101356,26,4/26/2014,Male,33000,College,69.94033464,109.7701626,4.128488553,0
C81,104771,46,9/30/2007,Male,60500,College,70.80013885,92.58776652,7.436498842,0
C81,106919,40,9/7/2005,Male,99000,High School,61.18320891,94.15609792,14.87712337,1
C81,101211,67,10/20/2013,Male,55000,High School,53.48023505,113.4341497,6.058976118,0
C81,105908,28,9/7/2014,Male,55000,College,64.63904361,93.32527131,14.76859338,0
C81,109824,51,2/23/2007,Male,66000,High School,66.46745406,96.39188742,11.02595122,0
C81,108117,48,1/19/2014,Male,99000,High School,52.20876085,87.47016632,15.35724712,0
C81,102537,30,6/7/2012,Male,38500,High School,69.24476691,123.3790564,9.64724208,0
C81,101566,40,7/5/2010,Male,55000,High School,69.73173756,100.8710052,17.13366537,0
C81,105346,53,7/22/2014,999,49500,College,67.31289429,88.23633855,7.514317062,0
C81,107754,42,1/14/2006,Male,66000,College,77.55541593,100.1609223,15.68999314,0
C81,108402,35,11/11/2006,Male,44000,College,57.88741763,84.45918732,9.537321389,0
C81,104959,45,6/12/2009,Female,49500,High School,63.84715257,106.709857,16.44266364,0
C81,108374,40,1/29/2014,Male,60500,College,67.76112705,92.9801622,13.73766787,0
C81,102344,55,6/11/2009,Male,49500,High School,51.64173883,88.62074466,6.923741142,1
C81,104570,42,1/5/2009,Male,66000,High School,55.42980906,86.99863139,7.560716043,0
C81,107818,42,5/2/2009,Female,60500,College,46.56040406,103.5457303,11.35408827,1
C81,103841,18,5/3/2013,Female,55000,High School,38.16095892,96.91832021,7.641445219,0
C81,102448,34,12/30/2007,Male,66000,College,65.30036251,88.97227361,7.772117022,0
C81,109438,38,2/12/2013,Male,55000,High School,52.50404929,105.0195887,15.33511131,1
C81,100543,48,1/3/2012,Female,55000,High School,69.56246059,111.3157483,13.5224195,0
C81,107937,35,4/11/2005,Male,55000,High School,80.7422449,112.5264077,9.529016379,0
C81,104813,44,1/18/2013,Female,27500,College,44.92222733,91.6840754,9.581441785,0
C81,101920,34,8/29/2014,Female,77000,High School,38.42885062,97.13922242,14.16508314,0
C81,103109,45,8/17/2011,Female,55000,College,77.42748766,93.45843887,12.07567989,0
C81,104311,45,11/19/2009,Male,60500,College,70.43396323,91.11146684,7.016878663,0
C81,103640,46,5/11/2014,Female,38500,High School,60.39227342,105.9420854,10.19417894,0
C81,107224,181,4/21/2014,Female,66000,high school,49.79398816,97.47791566,10.6358474,1
C81,109033,65,2/15/2014,Male,33000,High School,62.11980683,84.19038052,10.95407894,0
C81,102834,50,1/12/2014,Male,71500,High School,45.66754279,85.93460419,13.78394676,0
D30,100198,37,1/13/2012,Male,77000,High School,65.51805878,106.2943133,15.04049656,0
D30,109654,56,6/11/2011,Female,27500,High School,73.42493501,107.5754856,8.142260447,1
D30,107680,34,7/28/2014,Male,55000,High School,83.37866673,98.4192259,9.384327313,0
D30,104154,43,10/3/2006,Male,49500,Graduate Degree,74.20405388,96.97658631,10.59710726,0
D30,100054,51,8/17/2010,999,82500,High School,61.03240398,94.10207147,12.17169075,1
D30,108041,64,4/10/2011,Male,16500,College,51.13739088,106.029316,10.50822733,0
D30,103792,56,4/19/2011,Male,49500,Graduate Degree,83.17032287,115.3958146,12.97537237,0
D30,102331,24,10/20/2012,Male,27500,College,54.27963537,102.3071555,12.47061501,0
D30,101002,48,2/10/2009,Male,60500,High School,51.28356971,118.3627357,7.022084256,0
D30,104665,41,4/16/2009,Male,38500,High School,61.11884101,94.20217454,5.124605735,0
D30,107305,33,3/26/2013,Male,27500,College,66.07435753,88.78246615,11.80538224,0
D30,104432,40,1/28/2005,Male,55000,High School,61.91506763,111.7282216,12.29589334,0
D30,102924,42,10/28/2011,Female,110000,College,46.39017917,104.5089448,9.651279786,0
D30,106706,59,11/27/2008,Male,55000,High School,65.0878242,102.7383081,14.32848212,0
D30,104683,24,12/27/2006,Female,44000,College,68.80163883,82.49870567,8.65557652,1
D30,103148,42,3/3/2009,Male,38500,High School,50.33334622,118.0222084,11.30426404,0
D30,107844,48,7/29/2006,Male,44000,High School,72.89003692,,7.144542877,0
D30,109809,61,8/14/2007,Female,49500,High School,62.39616339,95.13598669,7.575977891,0
D30,101146,40,5/7/2010,Female,49500,High School,60.84029115,87.65016856,6.441301306,0
D30,100136,59,3/10/2012,Male,60500,,59.49027935,88.59768956,14.0495595,1
D30,109897,61,6/9/2009,Female,60500,College,53.18716326,103.1740806,14.45564371,0
D30,100138,55,10/12/2013,Male,38500,High School,60.11436605,82.6480097,12.38628328,0
D30,105824,29,6/25/2006,Male,49500,College,69.47974234,91.05951055,9.397063449,1
D30,104020,54,4/8/2009,Male,22000,High School,68.72156985,107.6426067,11.41965808,0
D30,106984,49,5/13/2010,Male,38500,High School,71.60900707,102.7750443,10.37482415,1
D30,106713,46,7/6/2010,Female,93500,High School,41.64575784,110.0602471,5.232469741,0
D30,109909,66,9/11/2005,Female,82500,High School,59.72228249,99.9345934,10.78381828,0
D30,109826,31,12/27/2005,Male,49500,High School,72.36895007,98.70684582,16.36568094,0
D30,105726,38,10/7/2014,Male,93500,High School,62.61603268,99.69912044,11.72838446,0
D30,106206,43,9/27/2005,Male,44000,High School,60.20119413,107.8566861,9.670621035,0
D30,103291,33,4/16/2013,Male,60500,High School,66.61446523,104.3285662,6.684319603,0
D30,100784,62,3/30/2011,Male,33000,Graduate Degree,79.17009343,97.77743489,17.92352918,0
D30,100292,38,4/22/2011,Male,38500,College,42.98250035,106.8746257,7.709558976,0
D30,102925,55,9/5/2005,Female,71500,High School,59.07894391,83.24877335,10.42306707,0
D30,101149,59,4/27/2009,Male,104500,High School,77.61255115,112.2029616,8.598421386,0
D30,108807,43,6/29/2007,Male,33000,High School,76.21862757,109.3158533,7.79051908,0
D30,105191,49,11/21/2010,Male,22000,High School,49.11090216,103.4145407,10.03782427,0
D30,104925,54,1/25/2013,Male,88000,High School,63.55154919,84.24044885,8.177079818,0
D30,102712,53,2/23/2014,Female,49500,High School,69.72999616,98.04571266,10.02727234,0
D30,106916,53,3/22/2007,Male,60500,high school,70.91532064,103.7107043,9.519205557,1
D30,106481,40,12/25/2006,Female,33000,High School,48.43645486,105.6035344,5.955508632,0
D30,102980,59,9/13/2013,Male,33000,high school,59.08505317,105.2423712,15.33022337,0
D30,105127,48,6/3/2009,Female,33000,High School,62.98479872,97.83802779,13.51233143,0
D30,100978,34,9/17/2008,Male,55000,High School,54.84702716,104.9806026,9.811653354,0
D30,109190,56,7/2/2012,Female,55000,High School,62.79537912,97.6811806,4.391432648,1
D30,103211,26,6/28/2013,Female,77000,High School,66.68992987,105.8565333,10.36749193,0
D30,107381,39,1/27/2010,Female,71500,High School,41.21385478,100.7461199,10.23387579,1
D30,109855,193,9/8/2013,Female,60500,,54.98365088,102.8126951,7.897867212,0
D30,100824,33,5/7/2008,Male,49500,High School,44.8269546,93.24027256,8.99913116,0
D30,107683,32,4/28/2006,Male,115500,High School,61.07409206,109.1565086,9.254500156,0
D30,107410,65,4/2/2012,Male,88000,High School,70.24953448,100.0987669,9.918668842,1
D30,102707,52,9/7/2005,Male,44000,High School,76.53656737,89.21380431,11.60854804,0
D30,102426,47,5/31/2013,Female,77000,College,78.90178402,95.5803267,11.25638491,0
D30,109908,49,5/21/2011,Female,38500,College,55.24298702,105.1908581,13.55818808,0
D30,100765,42,5/8/2009,Female,55000,High School,71.74607346,94.86144497,10.68961156,0
D30,103665,39,11/12/2005,Male,60500,College,69.85503964,98.11363992,7.891153843,0
D30,101229,59,3/27/2012,Male,71500,High School,56.61062274,103.460827,8.264515007,0
D30,101872,28,3/2/2005,Male,44000,High School,80.2308339,109.4670674,6.89667064,0
D30,101707,32,5/29/2013,Male,60500,High School,38.88703252,101.2077773,13.75218105,0
D30,102962,49,8/12/2013,Female,38500,High School,50.92246768,72.71269495,9.139706251,0
D30,109161,36,9/21/2013,Male,66000,High School,59.7840249,101.5454423,11.14661452,0
D30,105468,207,10/4/2009,Male,49500,College,57.58009654,110.648391,9.500393792,0
D30,106615,34,1/1/2011,Female,66000,High School,61.56442755,100.9261047,11.48990867,0
D30,109703,45,3/13/2006,Female,38500,High School,47.88097173,110.8552749,7.883076117,0
D30,107114,46,7/5/2009,Male,77000,High School,82.13402446,85.51831594,12.33765012,0
D30,107276,42,4/12/2005,Female,82500,High School,59.88415301,108.1404082,6.047881945,0
D30,109511,60,4/8/2007,Male,33000,High School,63.21055259,86.77042265,13.28357813,0
D30,106180,49,10/29/2005,Male,60500,High School,69.40340825,96.54005251,17.52670579,0
D30,106519,67,3/13/2008,Female,22000,College,55.61931793,93.01527594,5.688750621,1
D30,105918,54,9/7/2010,Male,49500,,65.06329264,108.0105612,10.72877715,0
D30,100751,48,6/28/2005,Male,38500,College,66.10233974,108.0488507,13.54468311,0
D30,100088,191,11/9/2010,Female,44000,High School,69.84964825,119.33872,7.912347384,0
D30,102037,44,6/25/2010,Male,88000,College,74.90736871,105.810129,11.17237892,0
D30,107350,58,2/6/2008,Male,38500,High School,58.2317178,96.62864272,13.94363661,1
D30,100831,26,7/27/2013,Female,66000,High School,58.28290401,112.8922839,13.23708252,0
D30,102592,42,2/27/2011,Male,33000,High School,69.48263022,79.36672445,16.48962153,0
D30,109837,45,8/5/2011,Male,66000,College,65.29934733,80.76750163,6.775352931,0
D30,109998,43,10/11/2013,Male,66000,College,81.94899636,78.40555516,18.52711519,0
D30,109963,38,12/21/2008,Female,55000,High School,27.18852603,94.13556903,9.091726854,0
D30,107838,33,4/30/2005,Female,49500,College,43.03782004,102.2557723,10.17926156,0
D30,101157,51,7/9/2012,Male,60500,High School,63.36181616,98.52206804,12.82430683,0
D30,109776,22,6/14/2007,Male,27500,College,64.7384354,102.2864871,9.154254072,1
D30,104051,45,7/21/2010,Female,49500,High School,69.66642297,102.0009708,7.095957094,0
D30,105963,44,9/11/2013,Male,55000,High School,50.92450265,96.32591192,13.08923,0
D30,101314,52,1/27/2007,Male,66000,High School,68.41355815,101.2248713,12.18135913,1
D30,105247,44,5/7/2010,Male,60500,College,58.29871915,105.9448112,12.80999512,0
D30,100565,36,11/3/2007,Male,33000,High School,67.9059005,99.09160169,4.951537397,1
D30,107593,46,6/22/2006,Male,44000,College,56.17733643,93.1939464,11.60718258,0
D30,103429,53,10/10/2010,Male,33000,High School,69.44761988,95.44218677,8.054281701,0
D30,107509,37,8/29/2009,Male,71500,College,64.65148824,120.1476268,8.137994966,0
D30,109925,39,1/19/2010,Female,60500,College,58.37462254,83.43534046,13.55793533,0
D30,101440,46,5/19/2009,Male,38500,High School,60.87487574,99.20632625,10.57200296,0
D30,103802,36,7/5/2012,Female,60500,High School,53.86258914,91.93232011,11.8966837,0
D30,103078,194,7/21/2013,Male,44000,Graduate Degree,41.95385977,75.73738346,7.503865635,0
D30,106030,52,6/16/2014,Female,33000,High School,50.07198147,120.3676415,11.76430075,0
D30,100577,64,3/28/2006,Female,60500,High School,45.66139783,109.2236488,10.70391133,0
D30,105065,39,4/10/2005,Female,55000,College,52.84220503,102.3144222,1.773102916,1
D30,101343,176,7/27/2009,Male,38500,High School,44.85428898,96.90517555,7.629547409,0
D30,109349,49,9/17/2005,Male,44000,High School,57.74514986,92.8158894,12.31375047,0
D30,104496,63,7/10/2008,Female,27500,High School,66.24094287,97.64621942,6.47166405,0
D30,101439,31,7/6/2013,Male,60500,College,54.18940619,106.8796191,8.586875988,0
D30,104473,45,3/10/2011,Female,33000,College,40.81478282,120.5932265,8.156375392,0
D30,104842,68,7/18/2005,Male,49500,High School,59.48937875,82.1478075,13.3894296,0
D30,108300,42,4/3/2010,Male,38500,High School,62.41209961,97.68775713,13.54282998,0
D4,106098,38,2/3/2008,Male,44000,High School,57.47998003,106.1946536,13.77476566,0
D4,105929,43,9/9/2009,Male,71500,High School,58.3356532,95.32071415,12.48610464,0
D4,105590,53,7/31/2005,Female,77000,High School,53.67375533,100.6666004,2.943788207,0
D4,105072,38,11/17/2005,Male,71500,High School,77.4408205,94.26457279,9.167730521,0
D4,107020,36,11/13/2014,Male,71500,High School,57.81678892,98.55406731,7.530254366,0
D4,109085,47,9/30/2007,Male,77000,High School,63.96708579,95.06647043,9.59888205,0
D4,109421,54,8/26/2008,Male,44000,High School,57.94928955,111.4129462,11.42003953,0
D4,104074,47,12/13/2008,Female,44000,High School,69.9068797,99.08415432,7.565416928,0
D4,101045,36,1/29/2010,Male,44000,High School,65.49937582,107.0708054,7.093701004,0
D4,100181,38,9/28/2013,Male,71500,High School,62.03412546,106.5754194,10.03036511,0
D4,106542,61,10/28/2012,Male,77000,High School,77.21774304,79.10347144,13.52385152,0
D4,104468,44,11/15/2010,Female,44000,High School,41.73468696,103.6306038,11.07751685,1
D4,103167,50,12/6/2010,Male,71500,High School,57.84949524,80.47340843,13.22592201,0
D4,101586,30,5/26/2013,Male,27500,High School,55.94482927,103.6782979,7.380718172,0
D4,101346,30,6/15/2005,Female,55000,College,48.74345441,129.2289692,0.791072456,0
D4,106225,44,12/22/2012,Male,55000,High School,79.51755356,84.43156547,8.312721998,0
D4,109798,50,10/17/2006,Female,55000,College,64.78971123,110.9262631,7.679214583,0
D4,101159,50,12/25/2009,Female,33000,High School,50.69521603,81.7624693,11.99241432,0
D4,108573,49,11/1/2012,Female,44000,College,61.0369549,96.77467186,11.18846123,1
D4,108377,26,4/27/2006,Female,38500,College,35.27241429,91.53729887,8.99729826,0
D4,105799,29,7/31/2011,Male,55000,Graduate Degree,66.93487677,99.85646833,10.75762632,0
D4,109020,34,9/9/2006,Female,60500,High School,61.15976177,98.95632434,12.26184224,0
D4,102422,43,12/4/2011,Male,71500,High School,75.67018502,84.05448473,12.00976573,0
D4,107885,50,7/20/2013,Male,49500,College,48.68233357,112.2223645,10.64024234,0
D4,102097,56,10/18/2011,Male,66000,High School,83.88834088,81.29962509,8.300634805,0
D4,107398,64,3/16/2013,Male,66000,College,74.89599644,103.9660177,10.13069602,0
D4,108968,35,11/16/2009,Male,38500,High School,59.7465841,109.721642,15.05249552,0
D4,102786,47,4/22/2014,Female,38500,College,55.64679821,89.57766451,7.031660587,0
D4,105380,34,9/17/2007,Male,60500,High School,71.96130054,102.7440714,6.678679491,0
D4,106321,37,11/19/2006,Male,44000,High School,45.01532523,99.22287484,14.58148111,0
D4,107536,56,6/24/2006,Male,66000,High School,65.81497504,119.8947405,8.367111329,0
D4,108592,48,1/1/2015,Male,44000,High School,76.53261801,104.6384699,12.91357467,1
D4,106146,53,8/26/2007,Male,38500,High School,65.64098042,90.99317761,9.013869502,1
D4,108591,26,3/31/2007,Male,44000,College,77.9887185,110.8762423,15.6975022,0
D4,104982,45,10/27/2008,Male,44000,Graduate Degree,50.27173581,113.1282306,15.02535301,1
D4,101111,58,5/6/2011,Female,66000,High School,52.46666707,101.6469956,9.967927337,0
D4,100071,41,1/21/2007,Male,44000,High School,85.53975991,95.81599681,15.95780831,0
D4,102465,56,11/21/2011,Male,60500,High School,63.23469809,99.97179003,13.00654737,0
D4,107489,50,7/10/2009,Male,66000,High School,55.86383859,86.23538966,12.19787777,0
D4,109739,61,10/27/2013,Male,44000,College,77.09450106,92.37290214,9.79680118,0
D4,107590,57,8/14/2012,Female,60500,High School,56.84087445,107.8836406,16.37020729,0
D4,109024,33,6/1/2005,Male,33000,High School,53.89480771,125.7499755,14.5687458,1
D56,101640,49,6/23/2006,Male,55000,High School,40.81722346,93.84553322,14.22698997,0
D56,106826,36,8/21/2012,Female,66000,High School,50.64160491,96.49547602,6.318936739,0
D56,106101,25,12/1/2009,Male,44000,High School,61.24014153,113.1444395,6.572343213,0
D56,100505,50,8/5/2013,Male,82500,High School,86.72726159,82.33150774,12.53662793,0
D56,105703,33,11/23/2008,Male,44000,Graduate Degree,47.3909747,106.5713586,8.974785595,0
D56,101838,56,7/4/2011,Male,44000,College,60.78041763,98.3621965,10.70824661,0
D56,108097,36,1/26/2012,Female,55000,High School,63.16549191,93.13466381,11.38853236,0
D56,106863,,8/10/2007,Male,49500,,48.73364886,89.55582467,13.40556781,0
D56,102013,32,8/27/2008,Female,33000,High School,59.18365811,87.30215694,12.40726803,1
D56,105003,43,3/17/2012,Male,71500,College,61.40476887,92.83099738,14.15446531,0
D56,107121,33,1/29/2011,Female,66000,College,61.28378601,98.63622282,5.897389954,0
D56,108436,28,3/26/2006,Female,99000,High School,47.16604805,105.3967769,13.46939526,0
D56,105636,54,4/21/2007,Male,66000,high school,49.91550101,77.28232385,11.79005085,0
D56,107419,61,10/18/2014,Female,71500,High School,57.27068759,96.03038682,9.175166741,1
D56,109372,49,3/24/2006,Male,49500,High School,70.9436753,92.32380035,7.204074706,0
D56,104516,64,12/16/2014,Male,66000,High School,71.7440922,94.43267715,16.71642705,0
D56,100393,64,9/21/2009,Female,60500,College,40.77270082,117.0231105,5.808180226,0
D56,104868,33,8/28/2006,Male,77000,College,54.66911745,94.5207521,16.07926894,0
D56,105762,55,8/21/2011,Male,71500,College,66.56517053,95.53509494,4.285029427,0
D56,104142,53,6/11/2012,Male,82500,High School,74.28890287,86.56228279,13.61979792,1
D56,109684,53,1/21/2008,Male,66000,College,52.39442245,97.59860107,11.54998568,0
D56,101047,43,5/17/2012,Female,44000,College,54.79764447,88.97280023,12.96763766,0
D56,102056,35,7/27/2009,Female,49500,High School,60.2776196,111.3487402,17.77639947,0
D56,100058,49,3/21/2008,Male,44000,Graduate Degree,69.27702253,92.70484877,8.006059567,1
D56,109494,54,12/24/2005,Female,33000,High School,36.39895898,109.1302365,11.74767307,1
D56,105142,50,5/5/2005,Male,55000,High School,62.7303355,123.0367469,4.712783009,0
D56,104566,58,4/28/2008,Male,71500,High School,79.82583265,108.343893,13.50580671,0
D56,108146,45,8/10/2009,Male,99000,High School,75.50128985,107.3166696,11.90522964,0
D56,104244,193,5/20/2014,Male,55000,High School,66.50320964,87.1734402,10.65821095,0
D56,100176,50,10/13/2013,Male,77000,High School,57.93252926,103.9277815,18.43285238,0
D56,102994,37,1/6/2009,Male,66000,Graduate Degree,64.0090727,90.46925365,13.37051418,0
D56,104224,36,6/7/2006,Female,49500,High School,33.1592329,100.2014005,5.709872642,0
D56,101603,45,4/4/2008,Female,104500,High School,44.01371272,114.0755279,13.66821886,0
D56,101031,43,6/17/2007,Male,66000,High School,60.5618654,100.159354,15.87581067,0
D56,109066,50,2/5/2014,Female,71500,High School,45.63707052,100.5111288,11.60287828,0
D56,102690,47,4/11/2011,Female,27500,High School,37.99113008,111.5501696,11.43425102,0
D56,100068,41,2/21/2014,Male,49500,College,56.30065737,91.62453887,4.994688411,1
D56,107093,49,3/15/2010,Male,55000,College,56.73768317,105.1126528,9.949481266,1
D56,102158,37,2/11/2009,Female,71500,High School,44.26522175,89.3515767,10.00462565,1
D56,106423,61,9/6/2012,Male,44000,High School,68.3140564,86.52634041,12.32246632,1
D56,104196,57,4/25/2005,Male,71500,High School,69.11129766,91.33191266,9.719660628,1
D56,109644,37,11/24/2006,Male,77000,High School,60.28645255,113.24525,11.52952547,0
D56,104181,66,3/8/2005,Female,55000,College,63.13173056,103.7930224,7.739765628,0
D56,101103,40,6/11/2007,Female,66000,High School,34.81393034,111.9594332,10.48430996,0
D56,109646,56,5/31/2011,Male,16500,High School,74.27235249,105.8604056,14.2617732,0
D56,105847,43,4/23/2013,Male,71500,High School,53.17490411,99.19666463,9.849972443,1
D56,109928,50,2/1/2007,Male,44000,College,77.98962182,101.4727538,10.20045325,1
D56,100304,40,4/26/2005,Male,55000,High School,77.49539844,106.8455119,8.743772743,0
D56,104855,53,8/14/2007,Female,49500,High School,51.21128864,106.2894667,10.79939497,0
D56,107955,48,10/2/2014,Male,93500,Graduate Degree,62.18062949,86.19103334,11.50412853,0
D56,106254,54,12/29/2006,Male,66000,High School,63.67845911,80.02839932,12.27153988,0
D56,106546,21,1/8/2005,Male,49500,High School,56.90732981,105.1225487,14.6937354,0
D56,101979,44,3/4/2008,Male,49500,College,56.08384569,94.45780948,7.385267562,0
D56,105431,51,9/6/2009,Male,49500,High School,47.14701955,98.79569502,8.722771024,0
D56,103848,44,3/28/2013,Female,60500,High School,53.88593182,92.28431155,11.331369,0
D56,102189,53,3/20/2006,Male,60500,High School,58.51168623,110.9760677,17.97996666,0
D56,103060,65,4/6/2005,Female,55000,High School,61.88314567,98.39669267,6.89659725,1
D56,103165,41,4/14/2008,Male,66000,High School,65.42994296,112.9437455,11.65292633,0
D56,104306,28,5/11/2010,Male,77000,High School,45.02582494,89.25079238,9.776681272,0
D56,102357,37,5/12/2005,Male,38500,College,54.96964765,107.2189021,12.00478522,0
D56,103390,42,5/31/2011,Male,22000,High School,69.41360827,101.2384672,12.78424412,0
D56,104916,48,1/29/2008,Male,66000,College,59.08947976,100.9803889,17.25755497,0
D56,105942,56,8/10/2014,Female,77000,High School,43.35426404,99.32893776,6.54056597,0
D56,109021,51,6/26/2006,Male,16500,College,73.65140074,110.1140112,9.146152915,0
D56,100076,43,10/5/2008,Male,33000,High School,70.40390009,86.53632059,14.98119243,0
D56,109912,45,3/16/2010,Male,27500,High School,79.6326745,105.186328,11.58657655,0
D56,100718,38,12/15/2013,Male,66000,High School,47.31454343,106.0154,12.00149689,0
D56,101324,49,5/13/2014,999,38500,High School,53.18008773,99.19309822,10.6236029,0
D56,101927,53,2/17/2008,Male,44000,College,61.95607236,97.14808291,10.19516223,0
D56,101992,51,3/17/2006,Male,55000,College,56.89718254,107.6674291,12.1550576,1
D56,109521,43,6/27/2013,Male,38500,high school,64.36958595,105.4055548,9.842733642,0
D56,102279,36,8/7/2005,Male,33000,College,70.31148684,100.6967495,15.4494379,0
D56,104962,35,4/21/2010,Female,55000,High School,45.00241935,102.5782825,15.07673817,0
D56,109611,36,7/8/2014,Male,22000,High School,63.3157186,100.21503,11.68019681,1
D56,106349,31,6/6/2012,Female,71500,High School,50.42124472,99.13433491,11.92867802,0
D56,109492,51,7/22/2012,Male,49500,College,76.25209656,101.0615614,9.641995496,0
D56,104632,18,5/1/2008,Male,71500,High School,50.50483894,112.1094225,11.62864445,0
D56,100233,45,11/21/2005,Female,60500,College,54.0050974,106.7880936,6.4026396,0
D56,107088,58,6/26/2014,Female,49500,High School,66.46311201,86.37619498,18.85885626,1
